ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise,ordem_analise_anterior,data_entrada_anterior,data_atualizacao_anterior,diff_ordem,diff_ordem2
314,2024-12-06T16:29:52Z,1671649249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.543484/2022-41,1671649/24-9,03129105000133,TERUMO MEDICAL DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,389,2024-12-06T16:29:52Z,2025-01-06T12:07:30Z,75,Aguardando análise
315,2024-12-06T17:29:41Z,1671952243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.151792/2024-14,1671952/24-3,08753814000109,Soft Surgical Soluções Hospitalares LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,390,2024-12-06T17:29:41Z,2025-01-06T12:07:30Z,75,Aguardando análise
316,2024-12-06T17:35:35Z,1671995244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.511309/2021-12,1671995/24-4,05785287000126,ENDO-MASTER COMÉRCIO DE EQUIPAMENTOS OPTICOS E CIENTÍFICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,391,2024-12-06T17:35:35Z,2025-01-06T12:07:30Z,75,Aguardando análise
317,2024-12-06T18:35:05Z,1672290244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.599818/2019-36,1672290/24-4,02814280000105,CIENLABOR INDUSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,392,2024-12-06T18:35:05Z,2025-01-06T12:07:30Z,75,Aguardando análise
318,2024-12-06T18:53:11Z,1672335248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.302630/2016-46,1672335/24-8,19062556000130,MicroPort Brasil Produtos Médicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,393,2024-12-06T18:53:11Z,2025-01-06T12:07:30Z,75,Aguardando análise
319,2024-12-06T19:27:51Z,1672514240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.422082/2006-94,1672514/24-0,04008318000170,ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,394,2024-12-06T19:27:51Z,2025-01-06T12:07:30Z,75,Aguardando análise
320,2024-12-06T19:32:28Z,1672527244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.570066/2019-21,1672527/24-4,10736894000136,MMTech Projetos Tecnológicos Importação e Exportação Ltda. - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,395,2024-12-06T19:32:28Z,2025-01-06T12:07:30Z,75,Aguardando análise
321,2024-12-06T23:17:05Z,1673007244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.330216/2022-61,1673007/24-4,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,396,2024-12-06T23:17:05Z,2025-01-06T12:07:30Z,75,Aguardando análise
322,2024-12-06T23:25:23Z,1673016243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.330227/2022-41,1673016/24-3,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,397,2024-12-06T23:25:23Z,2025-01-06T12:07:30Z,75,Aguardando análise
323,2024-12-06T23:35:57Z,1673025242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.354273/2022-36,1673025/24-2,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40,398,2024-12-06T23:35:57Z,2025-01-06T12:07:30Z,75,Aguardando análise
324,2024-12-09T12:14:33Z,1676798242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.517668/2017-99,1676798/24-2,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,399,2024-12-09T12:14:33Z,2025-01-06T12:07:30Z,75,Aguardando análise
325,2024-12-09T12:35:49Z,1676885242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.581680/2017-57,1676885/24-2,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,400,2024-12-09T12:35:49Z,2025-01-06T12:07:30Z,75,Aguardando análise
326,2024-12-09T12:43:12Z,1676945245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.211875/2020-38,1676945/24-5,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,401,2024-12-09T12:43:12Z,2025-01-06T12:07:30Z,75,Aguardando análise
327,2024-12-09T13:15:55Z,1678597244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.103664/2020-22,1678597/24-4,09601610000115,Cosmoderma industria e com. ltda- me,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,402,2024-12-09T13:15:55Z,2025-01-06T12:07:30Z,75,Aguardando análise
328,2024-12-09T13:30:45Z,1678710245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.055068/2022-91,1678710/24-5,93896397001447,MERCUR S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,403,2024-12-09T13:30:45Z,2025-01-06T12:07:30Z,75,Aguardando análise
329,2024-12-09T15:20:32Z,1679437241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.330256/2022-11,1679437/24-1,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,404,2024-12-09T15:20:32Z,2025-01-06T12:07:30Z,75,Aguardando análise
330,2024-12-09T15:57:24Z,1679575244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.717251/2019-96,1679575/24-4,18272616000187,ARTHREX DO BRASIL IMPORTACAO E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,405,2024-12-09T15:57:24Z,2025-01-06T12:07:30Z,75,Aguardando análise
331,2024-12-09T17:59:22Z,1680511246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.561619/2022-51,1680511/24-6,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,406,2024-12-09T17:59:22Z,2025-01-06T12:07:30Z,75,Aguardando análise
332,2024-12-09T19:33:35Z,1681300249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.532097/2023-61,1681300/24-9,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,407,2024-12-09T19:33:35Z,2025-01-06T12:07:30Z,75,Aguardando análise
333,2024-12-09T19:47:14Z,1681406241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.155678/2017-01,1681406/24-1,08832121000101,ORTOSPINE COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAL HOSPITALAR LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,408,2024-12-09T19:47:14Z,2025-01-06T12:07:30Z,75,Aguardando análise
334,2024-12-09T20:15:23Z,1681721244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.866052/2023-97,1681721/24-4,00004286000183,HELCA I. E. E COMERCIO DE MATERIAL CIRURGICO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,409,2024-12-09T20:15:23Z,2025-01-06T12:07:30Z,75,Aguardando análise
335,2024-12-09T21:00:37Z,1682084248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.586512/2022-15,1682084/24-8,26263959000103,Domo Salute Consultoria Regulatória Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,410,2024-12-09T21:00:37Z,2025-01-06T12:07:30Z,75,Aguardando análise
336,2024-12-09T21:58:13Z,1682333248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.496633/2017-17,1682333/24-8,19338548000174,"EFECTIV IMPORTACAO, COMERCIO E SERVICOS DE ACESSORIOS E EQUIPAMENTOS MEDICOS LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,411,2024-12-09T21:58:13Z,2025-01-06T12:07:30Z,75,Aguardando análise
337,2024-12-10T11:35:58Z,1683652240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.037100/2012-13,1683652/24-0,11690313000135,BIOSAT PRODUTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,412,2024-12-10T11:35:58Z,2025-01-06T12:07:30Z,75,Aguardando análise
338,2024-12-10T11:49:02Z,1683717244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.416998/2023-14,1683717/24-4,42582138000196,EVOPHARMA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37,413,2024-12-10T11:49:02Z,2025-01-06T12:07:30Z,75,Aguardando análise
339,2024-12-10T12:47:41Z,1684018242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.728970/2023-19,1684018/24-2,00233695000151,CONEXAO SISTEMAS DE PROTESE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,414,2024-12-10T12:47:41Z,2025-01-06T12:07:30Z,75,Aguardando análise
340,2024-12-10T13:16:53Z,1685508243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.592824/2019-62,1685508/24-3,07514758000197,TECNIMED - COMÉRCIO E IMPORTAÇÃO DE PRODUTOS MÉDICOS E HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,415,2024-12-10T13:16:53Z,2025-01-06T12:07:30Z,75,Aguardando análise
341,2024-12-10T14:43:58Z,1686276249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.412117/2024-69,1686276/24-9,11014241000106,WISSEN CONSULTORIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,416,2024-12-10T14:43:58Z,2025-01-06T12:07:30Z,75,Aguardando análise
342,2024-12-10T14:47:35Z,1686305249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.412044/2024-13,1686305/24-9,11014241000106,WISSEN CONSULTORIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,417,2024-12-10T14:47:35Z,2025-01-06T12:07:30Z,75,Aguardando análise
343,2024-12-10T15:00:40Z,1686400241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.469587/2013-53,1686400/24-1,00233695000151,CONEXAO SISTEMAS DE PROTESE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,418,2024-12-10T15:00:40Z,2025-01-06T12:07:30Z,75,Aguardando análise
344,2024-12-10T16:21:34Z,1686651244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.366284/2024-21,1686651/24-4,10512195000102,JP PHARMA IMPORTACAO E DISTRIBUICAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,419,2024-12-10T16:21:34Z,2025-01-06T12:07:30Z,75,Aguardando análise
345,2024-12-10T17:16:50Z,1686997248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.246845/2019-17,1686997/24-8,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,420,2024-12-10T17:16:50Z,2025-01-06T12:07:30Z,75,Aguardando análise
346,2024-12-10T18:19:34Z,1687511241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.524118/2020-21,1687511/24-1,18403893000181,TENOX INSTRUMENTOS DE PRECISÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,421,2024-12-10T18:19:34Z,2025-01-06T12:07:30Z,75,Aguardando análise
347,2024-12-10T18:26:17Z,1687535248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.752962/2021-21,1687535/24-8,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,422,2024-12-10T18:26:17Z,2025-01-06T12:07:30Z,75,Aguardando análise
348,2024-12-10T18:42:52Z,1687723249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.424127/2021-02,1687723/24-9,13315214000107,MEDTOOLS IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,423,2024-12-10T18:42:52Z,2025-01-06T12:07:30Z,75,Aguardando análise
349,2024-12-10T18:48:45Z,1687746249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.740319/2013-22,1687746/24-9,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,424,2024-12-10T18:48:45Z,2025-01-06T12:07:30Z,75,Aguardando análise
350,2024-12-10T18:58:04Z,1687880247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.369476/2024-99,1687880/24-7,04004675000160,IVOCLAR VIVADENT LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,425,2024-12-10T18:58:04Z,2025-01-06T12:07:30Z,75,Aguardando análise
351,2024-12-10T19:19:47Z,1688011242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.439124/2024-16,1688011/24-2,53781042000173,GZGW COMERCIO E SERVIÇOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,426,2024-12-10T19:19:47Z,2025-01-06T12:07:30Z,75,Aguardando análise
352,2024-12-10T19:57:38Z,1688432248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.779469/2021-59,1688432/24-8,81591786000160,TDV DENTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,427,2024-12-10T19:57:38Z,2025-01-06T12:07:30Z,75,Aguardando análise
353,2024-12-10T22:10:52Z,1689270241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.243518/2021-10,1689270/24-1,32494340000102,ADVANCED STERILIZATION PRODUCTS DISTRIBUICAO E COMERCIO DE PRODUTOS PARA SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,36,428,2024-12-10T22:10:52Z,2025-01-06T12:07:30Z,75,Aguardando análise
354,2024-12-11T12:29:25Z,1690647248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.532604/2023-66,1690647/24-8,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,429,2024-12-11T12:29:25Z,2025-01-06T12:07:30Z,75,Aguardando análise
355,2024-12-11T12:40:23Z,1690722240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.414821/2024-56,1690722/24-0,11014241000106,WISSEN CONSULTORIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,430,2024-12-11T12:40:23Z,2025-01-06T12:07:30Z,75,Aguardando análise
356,2024-12-11T13:07:24Z,1691853241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.403763/2016-04,1691853/24-1,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,431,2024-12-11T13:07:24Z,2025-01-06T12:07:30Z,75,Aguardando análise
357,2024-12-11T13:11:40Z,1691890243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.630447/2017-13,1691890/24-3,18104068000186,MODEL FORMA MALHAS COMPRESSIVAS E PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,432,2024-12-11T13:11:40Z,2025-01-06T12:07:30Z,75,Aguardando análise
358,2024-12-11T14:45:40Z,1692753240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.641336/2023-72,1692753/24-0,32137424000199,ALKO DO BRASIL INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,433,2024-12-11T14:45:40Z,2025-01-06T12:07:30Z,75,Aguardando análise
359,2024-12-11T14:55:15Z,1692828240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.260157/2023-38,1692828/24-0,01861501000125,STERNGOLD DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,434,2024-12-11T14:55:15Z,2025-01-06T12:07:30Z,75,Aguardando análise
360,2024-12-11T15:47:35Z,1693230241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.405485/2024-51,1693230/24-1,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,435,2024-12-11T15:47:35Z,2025-01-06T12:07:30Z,75,Aguardando análise
361,2024-12-11T16:06:07Z,1693289245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.104977/2014-43,1693289/24-5,01279711000100,LIFETEX INDÚSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,436,2024-12-11T16:06:07Z,2025-01-06T12:07:30Z,75,Aguardando análise
362,2024-12-11T16:06:22Z,1693292246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.398531/2024-58,1693292/24-6,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,437,2024-12-11T16:06:22Z,2025-01-06T12:07:30Z,75,Aguardando análise
363,2024-12-11T16:47:47Z,1693463245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.105127/2014-85,1693463/24-5,01279711000100,LIFETEX INDÚSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,438,2024-12-11T16:47:47Z,2025-01-06T12:07:30Z,75,Aguardando análise
364,2024-12-11T16:53:57Z,1693486245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.656957/2013-05,1693486/24-5,01279711000100,LIFETEX INDÚSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,439,2024-12-11T16:53:57Z,2025-01-06T12:07:30Z,75,Aguardando análise
365,2024-12-11T17:24:08Z,1693721244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.787328/2011-50,1693721/24-4,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,440,2024-12-11T17:24:08Z,2025-01-06T12:07:30Z,75,Aguardando análise
366,2024-12-11T18:09:49Z,1694155242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.026696/2004-87,1694155/24-2,31673254000102,LABORATORIOS B BRAUN SA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,441,2024-12-11T18:09:49Z,2025-01-06T12:07:30Z,75,Aguardando análise
367,2024-12-11T18:37:13Z,1694511243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.589583/2008-11,1694511/24-3,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,442,2024-12-11T18:37:13Z,2025-01-06T12:07:30Z,75,Aguardando análise
368,2024-12-11T18:56:19Z,1694642241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.246850/2019-11,1694642/24-1,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,443,2024-12-11T18:56:19Z,2025-01-06T12:07:30Z,75,Aguardando análise
369,2024-12-11T18:58:06Z,1694663248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.390767/2024-46,1694663/24-8,13272983000167,Celebrim Importações e Distribuições Ltda.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,444,2024-12-11T18:58:06Z,2025-01-06T12:07:30Z,75,Aguardando análise
370,2024-12-11T19:08:55Z,1694805247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.247197/2019-16,1694805/24-7,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,445,2024-12-11T19:08:55Z,2025-01-06T12:07:30Z,75,Aguardando análise
371,2024-12-11T19:16:43Z,1694850242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.375587/2024-34,1694850/24-2,02814280000105,CIENLABOR INDUSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,446,2024-12-11T19:16:43Z,2025-01-06T12:07:30Z,75,Aguardando análise
372,2024-12-11T19:20:53Z,1694978249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.247174/2019-01,1694978/24-9,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,447,2024-12-11T19:20:53Z,2025-01-06T12:07:30Z,75,Aguardando análise
373,2024-12-11T19:33:23Z,1695074246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.125991/2024-69,1695074/24-6,18920484000152,TECNOCIRURGICA COMERCIO DE MATERIAIS MEDICOS CIRURGICOS E HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,448,2024-12-11T19:33:23Z,2025-01-06T12:07:30Z,75,Aguardando análise
374,2024-12-12T11:41:54Z,1697790241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.043744/2016-04,1697790/24-1,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,449,2024-12-12T11:41:54Z,2025-01-06T12:07:30Z,75,Aguardando análise
375,2024-12-12T11:59:06Z,1697875246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.164244/2017-08,1697875/24-6,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35,450,2024-12-12T11:59:06Z,2025-01-06T12:07:30Z,75,Aguardando análise
376,2024-12-12T16:58:41Z,1701271249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.477359/2014-91,1701271/24-9,56998701000116,ABBOTT LABORATORIOS DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,451,2024-12-12T16:58:41Z,2025-01-06T12:07:30Z,75,Aguardando análise
377,2024-12-12T17:55:34Z,1701823241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.853570/2023-41,1701823/24-1,07204591000168,BIOTEC PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,452,2024-12-12T17:55:34Z,2025-01-06T12:07:30Z,75,Aguardando análise
378,2024-12-12T17:55:44Z,1701825244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.372534/2024-61,1701825/24-4,11014241000106,WISSEN CONSULTORIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,453,2024-12-12T17:55:44Z,2025-01-06T12:07:30Z,75,Aguardando análise
379,2024-12-12T18:36:24Z,1702093247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.398532/2024-01,1702093/24-7,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34,454,2024-12-12T18:36:24Z,2025-01-06T12:07:30Z,75,Aguardando análise
