ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,processo_numero,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise
299,2024-11-28T12:39:32Z,1627595244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351169873200840,2025-01-02T14:35:21Z,25351.169873/2008-42,1627595/24-4,61100244000130,FANEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35
300,2024-11-28T12:52:15Z,1627721240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351361697202420,2025-01-02T14:35:21Z,25351.361697/2024-19,1627721/24-0,01440590000136,FRESENIUS MEDICAL CARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35
301,2024-11-28T13:07:28Z,1629421243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351201004202280,2025-01-02T14:35:21Z,25351.201004/2022-78,1629421/24-3,04008318000170,ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35
302,2024-11-28T13:12:07Z,1629468240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351485783200804,2025-01-02T14:35:21Z,25351.485783/2008-04,1629468/24-0,61100244000130,FANEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35
303,2024-11-28T13:22:16Z,1629543241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351485797200808,2025-01-02T14:35:21Z,25351.485797/2008-10,1629543/24-1,61100244000130,FANEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,35
304,2024-11-28T14:47:15Z,1630451240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351426751202488,2025-01-02T14:35:21Z,25351.426751/2024-89,1630451/24-0,01122234000174,IMPORT SERVICE MAT MED HOSP LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
305,2024-11-28T15:19:08Z,1630697249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351588894202048,2025-01-02T14:35:21Z,25351.588894/2020-50,1630697/24-9,32929819000124,ALCON BRASIL CUIDADOS COM A SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
306,2024-11-28T16:29:32Z,1630909246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351188665202464,2025-01-02T14:35:21Z,25351.188665/2024-62,1630909/24-6,23146163000182,BIOBLASTI INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE BIOMATERIAIS E PRODUTOS BIOTECNOLOGICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
307,2024-11-28T16:48:59Z,1630986241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351400988202432,2025-01-02T14:35:21Z,25351.400988/2024-30,1630986/24-1,23146163000182,BIOBLASTI INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE BIOMATERIAIS E PRODUTOS BIOTECNOLOGICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
308,2024-11-28T16:59:10Z,1631125249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351523352201200,2025-01-02T14:35:21Z,25351.523352/2012-01,1631125/24-9,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
309,2024-11-28T17:15:06Z,1631293249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351790920201184,2025-01-02T14:35:21Z,25351.790920/2011-83,1631293/24-9,54516661000101,JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
310,2024-11-28T17:42:32Z,1631532243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351099543202400,2025-01-02T14:35:21Z,25351.099543/2024-01,1631532/24-3,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
311,2024-11-28T17:49:16Z,1631648241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351435598202480,2025-01-02T14:35:21Z,25351.435598/2024-81,1631648/24-1,04214934000187,SUPERMAX BRASIL IMPORTADORA S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
312,2024-11-28T18:00:41Z,1631779249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351877965202096,2025-01-02T14:35:21Z,25351.877965/2020-96,1631779/24-9,32929819000124,ALCON BRASIL CUIDADOS COM A SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
313,2024-11-28T18:15:16Z,1631920243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351197679201264,2025-01-02T14:35:21Z,25351.197679/2012-63,1631920/24-3,02625651000100,"SANFARMA INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
314,2024-11-28T18:31:52Z,1632025248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351812615202328,2025-01-02T14:35:21Z,25351.812615/2023-27,1632025/24-8,50636862000183,MEDICAL BR COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICO-HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
315,2024-11-28T18:41:44Z,1632083248,80256,MATERIAL – Alteração de notificação – Implementação imediata,253510303470029,2025-01-02T14:35:21Z,25351.030347/00-29,1632083/24-8,33425331000122,VIGODENT INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
316,2024-11-28T19:05:19Z,1632338246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351424318202416,2025-01-02T14:35:21Z,25351.424318/2024-17,1632338/24-6,33425331000122,VIGODENT INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
317,2024-11-28T19:15:18Z,1632396246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351453539201556,2025-01-02T14:35:21Z,25351.453539/2015-55,1632396/24-6,00097446000186,Bio Engenharia e Indústria de Implantes Ortopédicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
318,2024-11-28T19:31:07Z,1632588242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351999292201684,2025-01-02T14:35:21Z,25351.999292/2016-84,1632588/24-2,04998723000182,COOPERVISION DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
319,2024-11-28T19:41:42Z,1632694247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351209525201672,2025-01-02T14:35:21Z,25351.209525/2016-73,1632694/24-7,59231530000193,KOLPLAST CI LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
320,2024-11-29T12:49:26Z,1635395241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351561618202216,2025-01-02T14:35:21Z,25351.561618/2022-14,1635395/24-1,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
321,2024-11-29T13:18:46Z,1636918247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351561617202260,2025-01-02T14:35:21Z,25351.561617/2022-61,1636918/24-7,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
322,2024-11-29T13:50:57Z,1637178247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351493047201712,2025-01-02T14:35:21Z,25351.493047/2017-11,1637178/24-7,05785287000126,ENDO-MASTER COMÉRCIO DE EQUIPAMENTOS OPTICOS E CIENTÍFICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
323,2024-11-29T13:58:46Z,1637226241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351071117202312,2025-01-02T14:35:21Z,25351.071117/2023-13,1637226/24-1,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
324,2024-11-29T14:22:38Z,1637550243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351578682201464,2025-01-02T14:35:21Z,25351.578682/2014-66,1637550/24-3,00541397000129,"SUPPORT IMPORTACAO, EXPORTACAO E DISTRIBUICAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,34
325,2024-11-29T15:30:30Z,1638120242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351298329202344,2025-01-02T14:35:21Z,25351.298329/2023-46,1638120/24-2,01645409000128,AUTO SUTURE DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
326,2024-11-29T16:30:34Z,1638280240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351407630202440,2025-01-02T14:35:21Z,25351.407630/2024-38,1638280/24-0,08832121000101,ORTOSPINE COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAL HOSPITALAR LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
327,2024-11-29T16:30:59Z,1638281246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351027279201144,2025-01-02T14:35:21Z,25351.027279/2011-44,1638281/24-6,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
328,2024-11-29T16:59:58Z,1638405247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351454264201256,2025-01-02T14:35:21Z,25351.454264/2012-54,1638405/24-7,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
329,2024-11-29T18:12:48Z,1638881243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351418888201720,2025-01-02T14:35:21Z,25351.418888/2017-18,1638881/24-3,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
330,2024-11-29T18:30:35Z,1638998248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351517666201708,2025-01-02T14:35:21Z,25351.517666/2017-08,1638998/24-8,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
331,2024-11-29T18:40:49Z,1639108246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351517667201744,2025-01-02T14:35:21Z,25351.517667/2017-44,1639108/24-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
332,2024-11-29T19:32:23Z,1639562249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351285856202472,2025-01-02T14:35:21Z,25351.285856/2024-71,1639562/24-9,21310535000139,Total Life comercio de produtos Medico-Hospitalar LTDA-EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
333,2024-11-29T20:12:03Z,1639866248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351536869201796,2025-01-02T14:35:21Z,25351.536869/2017-95,1639866/24-8,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
334,2024-11-29T20:27:40Z,1639924248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351705900201912,2025-01-02T14:35:21Z,25351.705900/2019-14,1639924/24-8,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
335,2024-11-29T20:44:39Z,1640069241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351536050201728,2025-01-02T14:35:21Z,25351.536050/2017-28,1640069/24-1,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
336,2024-11-29T23:02:49Z,1640564241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351801688201664,2025-01-02T14:35:21Z,25351.801688/2016-64,1640564/24-1,13656820000188,Smith & Nephew Comércio de Produtos Médicos Ltda.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
337,2024-11-30T10:57:44Z,1640931244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351364322202320,2025-01-02T14:35:21Z,25351.364322/2023-20,1640931/24-4,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,33
338,2024-12-02T13:33:03Z,1643842242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351560243201264,2025-01-02T14:35:21Z,25351.560243/2012-65,1643842/24-2,02298254000163,RIOPASA -  DISTRIBUIDORA DE MEDICAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,31
339,2024-12-02T13:37:59Z,1643899244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351398307201152,2025-01-02T14:35:21Z,25351.398307/2011-53,1643899/24-4,02551718000100,EMFILS - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,31
340,2024-12-02T14:43:50Z,1644390248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351271694202224,2025-01-02T14:35:21Z,25351.271694/2022-22,1644390/24-8,33100082000103,E TAMUSSINO E CIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
341,2024-12-02T15:43:49Z,1644664241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351154024200912,2025-01-02T14:35:21Z,25351.154024/2009-12,1644664/24-1,02993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
342,2024-12-02T15:48:07Z,1644672243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351154070201e3,2025-01-02T14:35:21Z,25351.154070/2009-99,1644672/24-3,02993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
343,2024-12-02T17:02:06Z,1644964244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351251632200848,2025-01-02T14:35:21Z,25351.251632/2008-46,1644964/24-4,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
344,2024-12-02T17:07:56Z,1645018245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351466340201432,2025-01-02T14:35:21Z,25351.466340/2014-30,1645018/24-5,02993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
345,2024-12-02T18:13:37Z,1645367240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351764505202180,2025-01-02T14:35:21Z,25351.764505/2021-80,1645367/24-0,65478018000149,CLOROVALE DIAMANTES INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
346,2024-12-02T18:40:43Z,1645535240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351011138202208,2025-01-02T14:35:21Z,25351.011138/2022-07,1645535/24-0,65478018000149,CLOROVALE DIAMANTES INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
347,2024-12-02T20:04:08Z,1646626249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351402578202424,2025-01-02T14:35:21Z,25351.402578/2024-23,1646626/24-9,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
348,2024-12-02T21:03:51Z,1646893247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351522012201800,2025-01-02T14:35:21Z,25351.522012/2017-98,1646893/24-7,01025974000192,"VINCULA INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE IMPLANTES S.A.",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
349,2024-12-03T11:07:40Z,1647698243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351416549202448,2025-01-02T14:35:21Z,25351.416549/2024-49,1647698/24-3,19330683000173,CMETK SOLUÇÕES HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
350,2024-12-03T11:16:41Z,1647739241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351338905202488,2025-01-02T14:35:21Z,25351.338905/2024-86,1647739/24-1,19330683000173,CMETK SOLUÇÕES HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
351,2024-12-03T11:23:10Z,1647748241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351338907202476,2025-01-02T14:35:21Z,25351.338907/2024-75,1647748/24-1,19330683000173,CMETK SOLUÇÕES HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
352,2024-12-03T12:09:58Z,1647987245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351318206201872,2025-01-02T14:35:21Z,25351.318206/2018-71,1647987/24-5,07489080000130,RAZEK EQUIPAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
353,2024-12-03T13:01:57Z,1648994245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351423611201992,2025-01-02T14:35:21Z,25351.423611/2019-91,1648994/24-5,29057136000110,SURGICALMEDI IMPORTADORA E DISTRIBUIDORA DE MATERIAIS CIRÚRGICOS LTDA-ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
354,2024-12-03T13:06:10Z,1649674244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351416636201512,2025-01-02T14:35:21Z,25351.416636/2015-14,1649674/24-4,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
355,2024-12-03T13:14:53Z,1649764243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351037144201204,2025-01-02T14:35:21Z,25351.037144/2012-03,1649764/24-3,11690313000135,BIOSAT PRODUTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
356,2024-12-03T13:15:32Z,1649768249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351567886201400,2025-01-02T14:35:21Z,25351.567886/2014-01,1649768/24-9,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
357,2024-12-03T13:55:59Z,1650111240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351123022201648,2025-01-02T14:35:21Z,25351.123022/2016-47,1650111/24-0,02551718000100,EMFILS - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,30
358,2024-12-03T14:39:14Z,1650548249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351281649202448,2025-01-02T14:35:21Z,25351.281649/2024-48,1650548/24-9,01072992000125,DGTECH INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
359,2024-12-03T17:21:29Z,1651159246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351445876202416,2025-01-02T14:35:21Z,25351.445876/2024-16,1651159/24-6,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
360,2024-12-03T17:28:55Z,1651209243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351395024202112,2025-01-02T14:35:21Z,25351.395024/2021-10,1651209/24-3,84683556000110,EH BRASIL INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
361,2024-12-03T17:33:40Z,1651250243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351072959202472,2025-01-02T14:35:21Z,25351.072959/2024-73,1651250/24-3,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
362,2024-12-03T17:36:04Z,1651257248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351325931201680,2025-01-02T14:35:21Z,25351.325931/2016-81,1651257/24-8,02551718000100,EMFILS - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
363,2024-12-03T18:19:30Z,1651546240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351440892202412,2025-01-02T14:35:21Z,25351.440892/2024-12,1651546/24-0,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
364,2024-12-03T18:22:23Z,1651553246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351667190202040,2025-01-02T14:35:21Z,25351.667190/2020-42,1651553/24-6,02551718000100,EMFILS - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
365,2024-12-03T18:53:59Z,1651829241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351635104201448,2025-01-02T14:35:21Z,25351.635104/2014-48,1651829/24-1,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
366,2024-12-03T21:07:44Z,1652936246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351667935202316,2025-01-02T14:35:21Z,25351.667935/2023-16,1652936/24-6,26454218000100,SMART SURGICAL IMPORTAÇÃO E COMERCIO DE MATERIAL HOSPITALAR LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
367,2024-12-04T01:18:05Z,1653969245,80256,MATERIAL – Alteração de notificação – Implementação imediata,250000051209569,2025-01-02T14:35:21Z,25000.005120/95-69,1653969/24-5,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
368,2024-12-04T10:08:43Z,1654643246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351964103201664,2025-01-02T14:35:21Z,25351.964103/2016-66,1654643/24-6,54673199000148,TORIDE INDÚSTRIA E COMÉRCIO LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
369,2024-12-04T11:44:53Z,1655188241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351205008201448,2025-01-02T14:35:21Z,25351.205008/2014-49,1655188/24-1,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
370,2024-12-04T12:11:05Z,1655285246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351204997201460,2025-01-02T14:35:21Z,25351.204997/2014-60,1655285/24-6,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
371,2024-12-04T12:22:21Z,1655383248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351184863201992,2025-01-02T14:35:21Z,25351.184863/2019-90,1655383/24-8,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
372,2024-12-04T12:26:46Z,1655397249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351037168201248,2025-01-02T14:35:21Z,25351.037168/2012-47,1655397/24-9,11690313000135,BIOSAT PRODUTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
373,2024-12-04T12:27:57Z,1655407244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351387776202380,2025-01-02T14:35:21Z,25351.387776/2023-79,1655407/24-4,59104257000136,NOLE COMERCIO DE PROTESES E PRODUTOS ORTOPEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
374,2024-12-04T12:50:44Z,1655585240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351426802202472,2025-01-02T14:35:21Z,25351.426802/2024-72,1655585/24-0,03679808000135,BIO INFINITY COMERCIO HOSPITALAR E LOCACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
375,2024-12-04T12:53:17Z,1655597248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351209331201728,2025-01-02T14:35:21Z,25351.209331/2017-28,1655597/24-8,19933144000129,"QR CONSULTING, IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
376,2024-12-04T13:17:36Z,1656796244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351335334202428,2025-01-02T14:35:21Z,25351.335334/2024-28,1656796/24-4,54756242000139,HANDLE COMERCIO DE EQUIPAMENTOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
377,2024-12-04T14:23:35Z,1657368246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351047179201632,2025-01-02T14:35:21Z,25351.047179/2016-31,1657368/24-6,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,29
378,2024-12-04T14:46:13Z,1657550249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351094970201704,2025-01-02T14:35:21Z,25351.094970/2017-06,1657550/24-9,05785287000126,ENDO-MASTER COMÉRCIO DE EQUIPAMENTOS OPTICOS E CIENTÍFICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
379,2024-12-04T14:46:52Z,1657554244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351430314202460,2025-01-02T14:35:21Z,25351.430314/2024-60,1657554/24-4,30213316000122,EASY IMPORTACAO DE PRODUTOS MEDICOS E ESPORTIVOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,28
